             Comp.1       Comp.2        Comp.3        Comp.4       Comp.5
  [4,] -1.3242100179  0.032136142  0.728014642  0.2740654319 -0.393786162
  [5,] -0.3459990034  0.114114474 -0.350421093 -0.2414598660 -0.307937886
  [6,] -0.9440067633 -0.095981032 -0.147754110 -0.0945795771  0.333075313
  [7,] -0.7980266318 -0.372806403 -0.373021572  0.5549774833 -0.170713312
  [8,]  0.4601890737 -0.311381578 -0.099500673 -0.6599872810 -0.360459809
  [9,]  0.1120540591 -0.328517471  0.108284047  0.3959908544  0.140650546
 [10,] -0.2943022013 -0.753086185  0.291161976 -0.0875418054  0.187900492
 [11,]  0.1170973683  0.160053904  0.495189097 -0.0673740076 -0.177648283
 [12,]  0.4029580568  0.844262682 -0.252003889 -0.5131719428  0.273400079
 [13,]  0.3492160960  0.541768090 -0.295297106 -0.4269642833  0.313856891
 [14,] -0.0989023203  0.106180803 -0.214477464 -0.5537003902 -0.437206690
 [15,]  0.5374448250  0.162279391 -0.513545180 -0.5687094115 -0.167957373
 [16,] -0.6835721315  0.228451208  0.515714049  0.2804585308 -0.225483398
 [17,] -0.6169649950  0.016057942  0.392441278 -0.1975001498 -0.375684768
 [18,] -0.8319028198  1.652859711  0.168626093  0.3396848947  0.435902820
 [19,]  0.0097118908  0.021866006 -0.605248989  0.1246716813  0.078113265
 [20,]  0.9800777005 -0.491528560 -0.025270960 -0.3284190182 -0.255728319
 [21,]  0.3818812802  0.108784059 -0.906366714 -0.8714871021  0.388751041
 [22,] -0.3116410938 -0.372948731  0.118104109  0.4224068451  0.516964065
 [23,] -0.4601682670 -0.596008468 -0.379898564 -0.2187200606 -0.459692567
 [24,]  0.4601890737 -0.311381578 -0.099500673 -0.6599872810 -0.360459809
 [25,]  0.0090924879  0.397802254 -0.538599910  0.3752645402  0.151610634
 [26,] -0.4050522803 -0.137153831  0.088718625 -0.3756157296 -0.484576631
 [27,] -0.2395313790  0.760126505 -0.012788672  0.4262699299 -0.094957676
            Comp.31      Comp.32      Comp.33      Comp.34      Comp.35
  [1,]  0.020387471  0.195776919 -0.214605592  0.014404981 -0.141229070
  [2,] -0.319176620 -0.078272433  0.247085700  0.055969623 -0.459300181
  [3,] -0.203835384  0.023190923  0.216967602 -0.135332373 -0.085389197
  [4,]  0.313224313 -0.216147732 -0.102730461 -0.689716181  0.084653555
  [5,]  0.582929736 -0.442169016  0.094421839 -0.551502935  0.198849432
  [6,]  0.034757152  0.040605972 -0.424562705  0.123388834  0.012079973
  [7,] -0.352460164 -0.189426184 -0.200165650 -0.277029551 -0.333717163
  [8,]  0.091636454  0.029534584 -0.152228879  0.508550868  0.170649313
  [9,] -0.091681619  0.144203635  0.568070672  0.133716879 -0.182478004
 [10,] -0.174400158  0.243287982  0.315539955  0.316092374  0.854515919
 [11,] -0.622142023  0.140332736  0.687764638 -0.224961478  0.496355650
 [12,]  0.483664025 -0.070334731  0.235743766  0.210694689  0.304409237
 [13,] -0.455246272  0.551554667 -0.065343954  0.513092267 -0.380279082
 [14,]  0.065439266  0.336583506 -0.107212528  0.010548409  0.037028394
 [15,] -0.319176620 -0.078272433  0.247085700  0.055969623 -0.459300181
 [16,]  0.021083469 -0.098170838 -0.142517635 -0.414591741 -0.227517722
 [17,]  0.261245960  0.210188542  0.434859373 -0.600376795 -0.168976947
 [18,] -0.666004000 -0.217847121  0.288366208  1.055722166 -0.359013070
 [19,]  0.262783907 -0.101323597  0.056225602 -0.222670873 -0.223438314
 [20,]  0.608693529 -0.208090850  0.295470753 -0.351899021 -0.083089462
 [21,]  0.066215650 -0.109127568  0.053980890  0.849437785 -0.914385580
 [22,]  0.260454380  0.039648104 -0.454110952  0.091013224 -0.209915885
 [23,]  0.603631886 -0.391557314  0.257981013 -0.068880768 -0.152389699
 [24,]  0.091636454  0.029534584 -0.152228879  0.508550868  0.170649313
 [25,] -0.445219428  0.615870100 -0.202915704  0.130023628 -0.074110746
 [26,] -0.421587767  0.650413039  0.115978311 -0.206822783  0.393841460
 [27,]  0.197322126 -0.058844975  0.146970437 -0.276856842  0.108077768
            Comp.36
  [1,] -0.158452897
  [2,] -0.080731078
  [3,]  0.051387257
  [4,]  0.326513016
  [5,]  0.356642573
  [6,] -0.333068312
  [7,] -0.628861525
  [8,] -0.105077960
  [9,] -0.148977980
 [10,]  0.411027404
 [11,]  0.080541583
 [12,]  0.159259449
 [13,]  0.203537667
 [14,] -0.363865856
 [15,] -0.080731078
 [16,]  0.164839267
 [17,] -0.172051701
 [18,] -0.182982179
 [19,]  0.502905101
 [20,] -0.573098740
 [21,] -0.029901568
 [22,] -0.058322673
 [23,] -0.539827032
 [24,] -0.105077960
 [25,] -0.119289221
 [26,] -0.475543840
 [27,]  0.039056806
 [ reached getOption("max.print") -- omitted 173 rows ]
