              Comp.1       Comp.2       Comp.3       Comp.4      Comp.5
 [19,]  0.237082958  0.0232024595 -0.9558010963  0.347557585  0.3559543928
 [20,]  1.190180620 -0.1904696353 -0.3900847065 -1.380397296  0.5925898929
 [21,]  0.317584369 -0.0598742743  0.1031052708 -0.669393976  1.1802315276
 [22,] -0.020425727 -0.0679231330 -0.0672336197 -0.428436515 -0.3580978309
 [23,]  0.055312879 -0.2738557837 -0.5599935804 -0.170593248 -1.0054610681
 [24,] -0.606135796 -0.0426086176  0.7736265035  0.042133106  1.0660592756
 [25,] -0.865743306  0.5045534527  0.3197008581  0.229269943 -0.4765348056
 [26,] -0.118353715 -1.0317440502 -0.5207026229 -0.111467233  0.7333030869
 [27,]  1.551366625  0.5082765970 -0.0692538757 -1.306570694 -0.7203997681
 [28,]  0.363603808  0.8322356875 -0.3096913742 -0.078001598  0.2915411107
 [29,]  0.909235527  0.4370493134  0.0842614455 -0.893848861 -0.3302939906
 [30,]  1.451731585  0.3163306084  0.3281561669  0.753997302  0.1283858919
 [31,]  0.919448882  0.7275314106 -0.2705404846  0.737586877  0.1814484150
 [32,] -0.069409480  0.3971862147  0.8681832850 -0.577715401 -0.1040547600
 [33,] -0.009616865 -0.9267885941  0.6731365459  0.529092503 -0.6401502191
 [34,]  0.542931399 -0.3755909651  0.3093184881  0.136591281 -0.0758264814
 [35,]  0.950467396  0.1505719001 -0.3682029370  0.526109758  0.7053510392
            Comp.17      Comp.18       Comp.19       Comp.20       Comp.21
  [1,] -0.280521235 -0.619962051  0.8353398110  0.5489854913  0.1185459619
  [2,] -0.810158022  0.726574363 -0.0333041352  0.0794306230 -0.6862716583
  [3,] -0.196023942 -0.227668248  0.0363434534 -0.0535591756  0.0079116412
  [4,]  1.342431089 -0.769674470 -0.3099571008 -0.3548233721  1.0968976769
  [5,] -0.206034105  0.309319511  0.2360765480 -0.5267200916 -0.2229247756
  [6,] -0.551313779  0.642992988 -0.4785401770 -1.0288621731  0.4806288860
  [7,] -1.222876290  0.401119604 -0.2796257536 -0.2732338913  0.9590257023
  [8,]  0.675185557 -0.714604939 -0.1256232013  0.2993735949 -0.9198189828
  [9,]  0.089993291 -0.296743320 -0.0982532187 -0.2294351323  0.0490378627
 [10,] -0.206416159  0.021591144 -0.6312327443  0.3571257682  0.6603430765
 [11,]  0.843271524 -0.103752030  0.3328315791  0.3026674159  0.2807935762
 [12,] -0.588327726 -0.054660283  0.3735533525 -0.2812982436 -0.8923354928
 [13,]  0.071834547  1.685130605  0.9722308023  0.1912999238 -0.3008167611
 [14,]  0.970730818  0.083300043  0.9041851021 -0.2698835636 -0.3611025623
 [15,] -0.810158022  0.726574363 -0.0333041352  0.0794306230 -0.6862716583
 [16,] -0.700765435  0.099306623 -0.2060922013 -1.1871580254  0.3653768221
 [17,] -0.501129699  0.105134708 -0.3514886623 -1.1581329595  0.3523523600
 [18,] -0.522455226  0.544947067  0.9085911001  0.6596906536  1.3826222811
 [19,]  0.210455362 -0.003041708  0.3083592177 -0.4946881204 -0.2982626689
 [20,]  0.389667658 -0.304383932 -0.0924981989  0.7495720957 -0.7616284193
 [21,]  1.422619111 -0.380792073  0.5394737480  0.6129721904 -0.9322822639
 [22,]  0.298851434 -0.483918148 -0.0854935459 -0.0863082216  0.4605154604
 [23,]  0.751409148 -0.192658179  0.0892668652 -0.2070792596 -0.1027714407
 [24,]  0.675185557 -0.714604939 -0.1256232013  0.2993735949 -0.9198189828
 [25,] -0.004042334  0.104281550  0.4156129054  0.4256144127  0.2942645903
 [26,]  0.210320981  0.106882679 -0.1171602132 -0.0319429709  0.3329709080
 [27,]  0.630241637 -0.298027560 -0.1405641359  0.5868656427  0.5007147860
 [28,]  0.124950290 -0.124279370 -0.0734251728  0.2802213109  0.1870780115
 [29,]  0.692672960  0.272747666  0.4582067506  0.1061897666  0.7715945291
 [30,] -0.836796795 -0.997070978  1.4962031584 -1.9955728545 -0.6255393083
 [31,] -1.125728420 -0.157266975  0.3184113371 -0.9201775423 -0.0778139667
 [32,]  0.761011229  0.235842385 -0.6883027274 -0.0780817691 -0.7312137319
 [33,]  0.507452153  0.548285331  0.3912079256 -0.2751613702 -1.0600031890
 [34,]  0.373068020 -0.542557884  0.0939518100  0.2767122375 -0.3749762479
 [35,]  0.284450975 -1.307758986  0.6228376900 -0.4408934103 -0.6684988766
             Comp.22      Comp.23      Comp.24      Comp.25      Comp.26
  [1,]  0.0509803882  0.970793339 -0.097838222 -0.237836663  0.097056974
  [2,] -0.1357183733  0.152459383  0.185937598 -0.465358906 -0.281026765
  [3,] -0.1260119190  0.234809331 -0.138779520 -0.015902591 -0.217590531
  [4,] -0.1211925628 -0.149827079  0.369796235  0.231814554 -0.296731338
  [5,] -0.1984274044 -0.414087172  0.089282985  0.205788461 -0.553993077
  [6,]  0.1643767072 -0.021463967  0.025918165  0.269749141  0.103505520
  [7,] -0.1503537478 -0.064074425 -0.054507868  0.425134956 -0.239828029
  [8,]  0.5260485960  0.143666200  0.670597399 -0.365308997  0.590639894
  [9,]  0.2275061986 -0.113220474 -0.102664734 -0.182280211 -0.099768238
 [10,]  0.7356954584  0.537479985 -0.303871018 -0.502208885  0.399353932
 [11,] -0.4362121033  0.631175477  0.102426862 -0.309583617 -0.163823849
 [12,]  0.2358555694 -0.436614152 -0.036893440 -0.347890816  0.021134668
 [13,] -0.0165393701  0.303223738 -0.078808825 -0.460533567  0.312688772
 [14,] -0.1667079711  0.099062805 -0.314105050 -0.476870254  0.282775228
 [15,] -0.1357183733  0.152459383  0.185937598 -0.465358906 -0.281026765
 [16,] -0.3337919839 -0.304777434  0.208198933  0.123291920 -0.192103534
 [17,] -0.7198079797  0.027456239 -0.423405009 -0.352828853 -0.520035332
 [18,]  0.3031756915 -0.441253897  1.167887660 -0.760862710  0.233461032
 [19,] -0.0980350406 -0.444171069 -0.184168338  0.245575667 -0.315422383
 [20,] -0.0311231460 -0.055049842 -0.290957353 -0.097307080 -0.367903503
 [21,]  1.1443258325 -0.324810745  0.346381103 -0.881505452  0.116846235
 [22,]  0.5792919304 -0.141508258 -0.395551223  0.451977401  0.310169352
 [23,]  0.5777461144 -0.303171355  0.392104038 -0.262926477 -0.274623474
 [24,]  0.5260485960  0.143666200  0.670597399 -0.365308997  0.590639894
 [25,] -0.2831824808 -0.008298062 -0.455082379  0.139630875  0.275476080
 [26,] -0.1581081036  0.459679441 -0.187347446 -0.587048073  0.257289700
 [27,] -0.4353715631 -0.562164534  0.071311586  0.007915618 -0.427857078
 [28,] -0.3177990699  0.058413669 -0.325884631 -0.427248319  0.372925491
 [29,] -0.3115266728 -0.167522739 -0.286786710 -0.181986128  0.111710709
 [30,]  0.2591210496  0.003794679 -0.027762415 -0.328779864  0.477865379
 [31,]  0.1237280602  0.418820541  0.142832465  0.350316471  0.009512168
 [32,] -0.2768660261 -0.156666162  0.494308824 -0.253192808 -0.025221636
 [33,] -0.0290332368  0.496623524  0.733615821 -0.327697059  0.036427169
 [34,]  0.1737491522  0.229602024  0.054823812 -0.054659284  0.106004365
 [35,]  0.7707240678 -0.794028729  0.149107981 -0.642942984  0.056078821
             Comp.27      Comp.28
  [1,] -0.2130389120 -0.308420282
  [2,] -0.5340218720 -0.060119660
  [3,] -0.0166477091  0.094926449
  [4,]  0.3218320982  0.128381696
  [5,]  0.3799485007  0.114435106
  [6,] -0.3610990092 -0.407072025
  [7,] -0.3043762572 -0.618378653
  [8,]  0.0230507357 -0.188250798
  [9,] -0.0005848773  0.049610883
 [10,]  0.8454424556  0.331821576
 [11,]  0.5287099943  0.103339165
 [12,]  0.1308679155  0.108406115
 [13,] -0.7874646263  0.188206647
 [14,]  0.0631341118 -0.392248454
 [15,] -0.5340218720 -0.060119660
 [16,] -0.0740287411  0.184412751
 [17,]  0.0036853342 -0.228124933
 [18,] -0.9551224500 -0.053427476
 [19,] -0.1189376450  0.580983538
 [20,]  0.3382063491 -0.575588594
 [21,] -1.1524358885  0.211893445
 [22,] -0.1346439023  0.071383691
 [23,]  0.1382579114 -0.661068203
 [24,]  0.0230507357 -0.188250798
 [25,] -0.4642694613 -0.103160859
 [26,]  0.1732054937 -0.627348026
 [27,]  0.0016597069 -0.045114560
 [28,]  0.0375211590 -0.029685275
 [29,]  0.1913382891 -0.111301472
 [30,]  0.0913131830  0.253567756
 [31,] -0.0906489661  0.412327651
 [32,]  0.1212390029  0.296979520
 [33,]  0.2059796874  0.286787332
 [34,] -0.4015126647  0.015571110
 [35,] -0.9073124439 -0.123462919
 [ reached getOption("max.print") -- omitted 165 rows ]
